spkid,IPA,AgeMonth,Register,time_start,duration(ms),mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,dmfcc1,dmfcc2,dmfcc3,dmfcc4,dmfcc5,dmfcc6,dmfcc7,dmfcc8,dmfcc9,dmfcc10,dmfcc11,dmfcc12,dmfcc13
AF,a,20,IDS,0.3689109951241385,69.25304572213298,-123.94636,107.01288,-33.656693,36.087337,-31.907307,-20.06601,-8.755279,-4.76029,-22.17701,-7.297939,-5.653554,-13.4016,-17.338188,45.144833,45.144833,-35.462772,0.8746929,-28.076674,11.5760145,7.6528597,-6.7108655,-1.2688243,8.261728,-3.0518305,-5.842317,-5.842317
AF,a,20,IDS,0.3689109951241385,69.25304572213298,-163.99886,112.27098,-45.200165,57.95369,-46.773506,-36.368584,-1.9747136,8.501513,-9.717476,-13.534832,-11.757751,-10.411998,-17.729809,59.399345,59.399345,-27.158646,-0.7866707,-47.161137,22.399397,22.43505,-3.8713813,-11.018172,-1.0201378,1.5614171,-2.9860287,-2.9860287
AF,a,20,IDS,0.3689109951241385,69.25304572213298,-189.98328,124.574776,-56.482086,65.74756,-49.99975,-33.672543,-13.141781,7.2844133,-0.46579295,-21.993362,-11.133967,-16.245586,-8.294397,66.750595,66.750595,-29.413609,3.241169,-49.710052,18.428984,20.478477,6.337994,-14.638888,-5.3340874,2.873888,1.419785,1.419785
AF,a,20,IDS,0.3689109951241385,69.25304572213298,-220.69675,132.75383,-52.531425,65.44394,-37.781136,-23.444654,-21.995075,6.4593534,-1.3778218,-25.642635,-22.377949,-21.702635,-5.738213,84.082664,84.082664,-33.654945,7.375145,-44.444298,7.89303,14.952004,10.308627,-16.050995,-10.500064,1.9700003,8.319868,8.319868
AF,a,20,IDS,0.3689109951241385,69.25304572213298,-272.15353,129.9255,-9.205329,65.59735,-9.446569,-22.626308,-20.522373,5.3255925,-8.110274,-16.680471,-9.283706,-11.008486,-4.863085,131.4741,131.4741,-32.164078,-0.12062025,-44.11183,-5.537902,13.97595,6.2060494,-11.003032,-0.5867157,2.8359928,2.2103105,2.2103105
AF,a,20,IDS,0.3689109951241385,69.25304572213298,-306.38394,122.01021,-2.9022818,71.58516,-9.51224,-34.2099,-16.166613,1.0712538,-0.7144209,-13.309969,-16.121248,-12.461836,-7.665999,151.74083,151.74083,-25.212524,-3.3049793,-52.89753,-3.327186,17.640577,7.7260957,-7.1906114,-7.7034135,0.42406654,4.227625,4.2276244
AF,a,20,IDS,0.3689109951241385,69.25304572213298,-266.67432,112.10864,-16.68052,43.950485,-4.8219023,-17.374266,4.3419523,-6.6457043,0.14163747,-8.819956,-33.224716,-17.562534,-2.0857387,124.9969,124.9969,-34.07908,5.9293084,-30.662376,4.5819273,5.3642807,-2.1001575,-1.0871258,-16.683176,-4.3712893,15.569489,15.569489
AF,e,20,IDS,0.606944219047834,48.17603180670127,-174.77403,93.47,-8.631617,30.15961,-24.52287,2.9223485,7.061619,9.203114,-28.934002,-11.428928,-8.499629,-10.410778,-7.2619743,83.071205,83.071205,-31.655195,-7.9456263,-13.618631,15.792244,3.1403825,-17.99781,-10.316021,10.217187,0.50907516,0.61882734,0.61882734
AF,e,20,IDS,0.606944219047834,48.17603180670127,-217.72217,101.483055,-39.58197,55.325607,-62.358284,-14.225885,-9.269382,18.744404,-7.904909,-20.539442,-16.045986,-29.230968,-5.9170504,89.0701,89.0701,-23.078724,-11.388157,-34.775745,26.54445,16.485146,0.6822367,-19.641924,-4.0705385,-4.345763,5.064468,5.064468
AF,e,20,IDS,0.606944219047834,48.17603180670127,-250.7556,98.750015,-44.394447,51.25992,-53.650383,-10.715936,-11.669451,22.01344,-4.283521,-21.75005,-17.308853,-27.885193,-1.1885891,103.18058,103.18058,-23.745049,-4.627968,-30.987926,20.990467,16.364687,3.6929648,-21.881744,-6.512666,-3.0675716,8.060132,8.060132
