spkid,IPA,AgeMonth,Register,time_start,duration(ms),mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,dmfcc1,dmfcc2,dmfcc3,dmfcc4,dmfcc5,dmfcc6,dmfcc7,dmfcc8,dmfcc9,dmfcc10,dmfcc11,dmfcc12,dmfcc13
AF,i,20,IDS,16.214247141529036,51.1870337946192,-316.27313,85.14822,31.785912,82.366516,-1.1447922,-7.9259186,-11.284925,-1.6339724,-23.632599,-8.381864,-23.562275,-16.380463,-20.229156,174.02953,174.02953,-1.3908501,-16.465351,-45.146217,-5.0700665,3.1459732,-6.1738367,-3.3739457,0.035161972,-3.9992995,1.6665592,1.6665592
AF,i,20,IDS,16.214247141529036,51.1870337946192,-328.30103,76.64081,23.606792,68.45329,2.0479448,-0.105647326,3.002077,13.108046,-29.43383,-11.563765,-10.732193,-4.6565933,-20.636322,175.9539,175.9539,-4.0937576,-10.779424,-34.27947,0.47706616,6.6068463,-16.217955,-12.335905,9.350819,3.4535856,-4.9520645,-4.9520645
AF,i,20,IDS,16.214247141529036,51.1870337946192,-350.34598,60.449066,21.34626,62.754753,3.6616755,9.870708,-0.53617823,7.9854183,-24.65534,-11.314032,-15.663078,-2.30076,-23.348549,185.84612,185.84612,1.1528435,-8.842293,-26.442022,-2.0989268,-0.9426451,-12.059581,-9.649725,4.496131,4.5066357,-3.8427353,-3.8427353
AF,i,20,IDS,16.214247141529036,51.1870337946192,-317.2022,86.75014,28.894844,27.572819,5.918155,11.473404,4.45486,-1.0504026,-6.7490063,-5.285851,-10.527653,-7.36794,-16.480793,173.04852,173.04852,-29.58866,-11.488344,-8.049707,-0.7316475,-6.2619033,-5.6019335,-2.1177242,-1.8893232,-1.0410445,-2.9765701,-2.9765701
AF,i,20,IDS,20.30835202281601,81.2970536738078,-230.8302,153.23071,8.368942,45.38316,-11.7145605,-8.936098,-10.99715,-1.8014923,-22.084549,7.7645845,-11.264794,-5.4883857,2.3637316,119.59957,119.59957,-53.92378,-10.041752,-27.15963,0.35870504,3.567303,-5.5436993,4.7830386,5.4098773,-6.6264853,6.814263,6.814263
AF,i,20,IDS,20.30835202281601,81.2970536738078,-328.939,116.27954,11.603616,83.344536,-28.313044,-11.717106,-13.362406,-0.8365683,-23.390741,4.392642,-10.353783,-22.15749,6.057733,170.2713,170.2713,-16.467503,-19.95833,-47.530823,7.475319,5.440269,-5.014168,2.6146052,6.5184793,-13.275066,8.205758,8.205758
AF,i,20,IDS,20.30835202281601,81.2970536738078,-331.1377,122.66786,11.402453,74.362526,-25.910816,-13.717319,-15.219883,-1.4533651,-34.377068,-2.5098386,-9.121309,-16.194866,3.8230777,171.27008,171.27008,-24.152668,-18.656635,-44.03992,5.3454666,6.1319766,-9.578592,-0.52823675,12.627879,-6.842514,6.4721937,6.4721932
AF,i,20,IDS,20.30835202281601,81.2970536738078,-331.53204,116.98001,14.657758,56.572895,-27.854298,-23.627756,-19.686409,-7.246907,-26.080473,3.7853098,-13.073342,-20.713253,-3.4497628,173.0949,173.0949,-30.203558,-21.256027,-40.100327,4.0839443,8.190425,-3.197032,5.5161085,6.5035653,-12.249282,4.8117895,4.8117895
AF,i,20,IDS,20.30835202281601,81.2970536738078,-334.5858,95.57866,42.866425,30.3339,-18.178299,-3.7258089,-19.820728,-21.090908,-30.636265,14.845719,-8.34453,-5.210569,-11.642178,188.7261,188.7261,-32.62238,-30.522362,-17.029854,-0.8212147,-8.682549,-5.4077682,17.968313,11.145867,-10.028144,-1.6488237,-1.6488237
AF,i,20,IDS,20.30835202281601,81.2970536738078,-374.79947,104.85403,20.589909,45.193,0.64538336,2.6926324,-6.147937,-7.1528597,-12.49128,15.898464,-8.883543,2.0423822,-11.532822,197.69469,197.69469,-29.830513,-9.972262,-21.250185,-3.39666,-4.922746,-3.1716714,11.525662,1.8038683,-6.928041,-1.3246393,-1.3246393
AF,i,20,IDS,20.30835202281601,81.2970536738078,-415.11234,105.45941,28.522493,37.12072,-22.364933,-9.9009495,3.5090647,7.1113605,-4.035657,10.653333,0.27896976,18.435825,14.708422,221.81741,221.81741,-34.169346,-25.443714,-23.510836,12.936999,8.506155,-3.7723608,1.7709861,2.1573133,3.8912463,7.214726,7.214726
AF,i,20,IDS,20.30835202281601,81.2970536738078,-419.20685,104.21912,28.129478,40.24491,-8.390918,-6.663787,-10.728629,0.59922755,-12.659176,-3.7217731,-10.765559,10.873233,12.308456,223.66817,223.66817,-31.987103,-18.260199,-23.45435,-1.1688557,3.6315072,-0.9652734,-2.1605003,0.94680834,7.297503,11.537008,11.537008
AF,i,20,IDS,20.30835202281601,81.2970536738078,-402.6152,106.749435,19.48965,19.008158,-5.0005903,-5.5743146,5.5600677,-6.8880205,-12.731117,-2.4532037,0.90818447,5.8614583,0.42306164,211.05243,211.05243,-43.87064,-12.245121,-12.291236,5.280329,-0.65685296,-9.145593,2.2174084,6.8196507,4.157331,-0.24256141,-0.24256141
AF,u,20,IDS,27.02785470782312,46.67053081274375,-178.45569,158.78781,-16.724047,15.366657,0.65663505,0.75832784,-14.440762,3.2171383,6.486373,13.675312,-8.664814,-7.1966515,-6.23497,80.86582,80.86582,-71.71058,8.690341,-7.304165,-7.5486984,1.2294052,10.463568,5.229087,-7.5755935,-10.435982,1.214922,1.214922
AF,u,20,IDS,27.02785470782312,46.67053081274375,-206.30782,189.65091,-36.396988,21.288582,-5.731287,-1.7499939,-12.160063,-8.983394,-5.3932695,11.496202,-23.582088,-19.312107,-13.967865,84.955414,84.955414,-84.18117,15.33285,-11.519288,-3.214388,-3.6167,3.3833966,10.239799,-9.09441,-15.404155,4.8071117,4.8071117
AF,u,20,IDS,27.02785470782312,46.67053081274375,-256.2289,194.19429,-18.619156,25.608463,0.19269294,-5.713705,-5.841774,3.056003,-1.6703895,13.124762,-30.258583,-23.007824,-13.063183,118.80488,118.80488,-84.292915,9.405925,-15.661084,-3.0172334,4.3848543,2.0856922,5.0343795,-14.294097,-18.066294,8.5977,8.5977
