index,spkid,IPA,AgeMonth,Register,time_start,duration(ms),F1,F2,dF1,dF2,ddF1,ddF2
0,MIDS101,i,12,IDS,8.21,179.99999999999972,364.50026221225266,2653.83209840822,-11.328996263076327,-91.25755138290815,-7.642746768384285,-243.2164736442881
1,MIDS101,i,12,IDS,8.21,179.99999999999972,356.9926393333686,2684.1827838474546,-11.328996263076325,-91.25755138290828,-7.642746768384541,-243.21647364428645
2,MIDS101,i,12,IDS,8.21,179.99999999999972,341.8422696861,2471.3169956424035,-5.125697550655124,-141.37438616561573,20.049344193226716,142.98280407886978
3,MIDS101,i,12,IDS,8.21,179.99999999999972,346.7412442320583,2401.434011516223,9.211290794724203,121.62182263008422,8.624632497531707,383.00961351252863
4,MIDS101,i,12,IDS,8.21,179.99999999999972,360.2648512755484,2714.560640902572,11.448114092467746,161.823225069371,-4.150985902044795,-302.60680863395646
5,MIDS101,i,12,IDS,8.21,179.99999999999972,369.6374724169938,2725.080461654965,6.398269224357518,23.763481551326628,-5.948703834175944,26.487321597865957
6,MIDS101,i,12,IDS,8.21,179.99999999999972,373.0613897242634,2762.087604005225,8.078564471597828,3.363508541014276,9.309294328656279,-67.28726761849248
7,MIDS101,i,12,IDS,8.21,179.99999999999972,385.7946013601894,2731.8074787369933,6.059373706449476,-16.457599171024114,-13.347675858953266,27.645052194414347
8,MIDS101,i,12,IDS,8.21,179.99999999999972,385.1801371371623,2729.1724056631765,-4.029704772476966,-19.67695531834663,-6.830481098900009,-34.08376448906074
9,MIDS101,i,12,IDS,8.21,179.99999999999972,377.73519181523545,2692.4535681003,-9.461061791820262,-8.254575417944961,-4.0322329397869225,56.92852428986225
10,MIDS101,i,12,IDS,8.21,179.99999999999972,366.2580135535218,2712.6632548272864,-10.121668648766237,-24.040924124779327,2.711019225894802,-88.50122170353279
11,MIDS101,i,12,IDS,8.21,179.99999999999972,357.49185451770296,2644.371719850741,1.6807901620871453,-55.398199409220695,20.89389839581179,25.786671134647804
12,MIDS101,i,12,IDS,8.21,179.99999999999972,369.61959387769605,2601.866856008845,6.341671438422379,-24.667636694521597,-11.57213584314161,35.6744542947481
13,MIDS101,i,12,IDS,8.21,179.99999999999972,370.1751973945477,2595.036446461698,5.101562021985001,-4.295850242308163,9.09191701026657,5.0691186096764795
14,MIDS101,i,12,IDS,8.21,179.99999999999972,379.822717921666,2593.2751555242285,3.159396225329613,-15.626209598669833,-12.976248603577574,-27.72983732240209
15,MIDS101,i,12,IDS,8.21,179.99999999999972,376.4939898452069,2563.784027264358,3.1593962253296235,-15.626209598670098,-12.976248603577462,-27.729837322401497
16,MIDS101,u,12,IDS,9.98,179.99999999999972,333.11586499715753,796.3466180487277,-5.273154551931829,-16.76021237915071,6.821148890695569,26.075059268335487
17,MIDS101,u,12,IDS,9.98,179.99999999999972,324.4321359998778,766.5488760354094,-5.273154551931831,-16.760212379150556,6.821148890695667,26.075059268335053
18,MIDS101,u,12,IDS,9.98,179.99999999999972,322.56955589329385,762.8261932904265,-4.568409760379487,-3.2170016874517637,-5.411659307591208,1.0113621150619565
19,MIDS101,u,12,IDS,9.98,179.99999999999972,315.2953164791188,760.1148726605059,-7.068313871104145,0.37769959466489655,0.4118510861416098,6.178040449170794
20,MIDS101,u,12,IDS,9.98,179.99999999999972,308.43292815108555,763.5815924797563,-4.487075945794451,15.90089950533709,4.750624764477493,24.868359372173018
21,MIDS101,u,12,IDS,9.98,179.99999999999972,306.3211645875299,791.91667167118,-0.7473529593549046,12.513624589947053,2.7288212084014276,-31.64290920295366
22,MIDS101,u,12,IDS,9.98,179.99999999999972,306.9382222323757,788.6088416596504,1.5700444054453246,-7.952848382558252,1.9059735211988027,-9.290036742057737
23,MIDS101,u,12,IDS,9.98,179.99999999999972,309.4612533984205,776.0109749060634,4.785371655730823,-16.67099455944661,4.524680979371851,-8.14625561171988
24,MIDS101,u,12,IDS,9.98,179.99999999999972,316.50896554383735,755.2668525407571,5.224236917986512,-9.973764655823269,-3.6469504548607574,21.540715418965874
25,MIDS101,u,12,IDS,9.98,179.99999999999972,319.90972723439353,756.0634455944169,-2.7363075521198454,24.417582462402635,-12.274138485352182,47.24197881748546
26,MIDS101,u,12,IDS,9.98,179.99999999999972,311.03635043959764,804.1020174655623,-8.534928674814317,41.75236874185535,0.6768962399629572,-12.572406258580486
27,MIDS101,u,12,IDS,9.98,179.99999999999972,302.8398698847649,839.5681830781275,2.9294889040406336,20.683900999982797,22.251938917746656,-29.564529225165188
28,MIDS101,u,12,IDS,9.98,179.99999999999972,316.8953282476789,845.4698194655278,-11.350629927559247,48.89241231216594,-50.812176580946584,85.98155184953066
29,MIDS101,u,12,IDS,9.98,179.99999999999972,280.1386100296464,937.3530077024593,-29.448496267780683,61.97312766896833,14.616443900503555,-59.82012113592691
30,MIDS101,u,12,IDS,9.98,179.99999999999972,257.9983357121175,969.4160748034644,64.75292273699642,217.20829127351575,173.78639410905043,370.29044834502065
31,MIDS101,u,12,IDS,9.98,179.99999999999972,409.64445550363916,1371.7695902494906,64.75292273699637,217.2082912735156,173.78639410905046,370.2904483450208
32,MIDS101,u,12,IDS,10.93,109.99999999999943,357.2516313634385,1306.5581120218126,21.995007341886495,127.04725607211364,-24.19132202762524,-250.19104747107957
33,MIDS101,u,12,IDS,10.93,109.99999999999943,391.3422997191377,1558.7008918294662,21.995007341886534,127.04725607211374,-24.191322027625574,-250.19104747108076
34,MIDS101,u,12,IDS,10.93,109.99999999999943,401.24164604721153,1560.65262416604,5.058156548237845,-57.79743645365235,-9.6823795596722,-119.49833758045315
35,MIDS101,u,12,IDS,10.93,109.99999999999943,401.4586128156134,1443.1060189221614,-8.584045121302657,-156.33689224408772,-17.60202377940925,-77.58057400041889
36,MIDS101,u,12,IDS,10.93,109.99999999999943,384.0735558046062,1247.9788396778645,0.07518489010648112,-55.0786318440066,34.92048380222707,280.0970948005802
37,MIDS101,u,12,IDS,10.93,109.99999999999943,401.6089825958263,1332.9487552341482,21.377131444724412,209.88629943743885,7.683409307008333,249.83276776231014
38,MIDS101,u,12,IDS,10.93,109.99999999999943,426.827818694055,1667.751438552742,15.94676466931985,167.58224880152815,-18.544142857817974,-334.44086903413245
39,MIDS101,u,12,IDS,10.93,109.99999999999943,433.502511934466,1668.1132528372043,-15.936164299570796,-320.63046183062374,-45.221715079963815,-641.9845522301734
40,MIDS101,u,12,IDS,10.93,109.99999999999943,394.9554900949134,1026.4905148914945,-15.936164299570793,-320.6304618306237,-45.221715079963694,-641.9845522301713
41,MIDS101,u,12,IDS,11.3,209.9999999999991,409.0327895781059,987.2473931384003,-4.628932714066712,49.091506529927585,-81.43687568455996,-241.62236972396445
42,MIDS101,u,12,IDS,11.3,209.9999999999991,445.1222947063191,1157.15008453031,-4.628932714066724,49.09150652992752,-81.43687568456005,-241.62236972396522
43,MIDS101,u,12,IDS,11.3,209.9999999999991,399.77492414997243,1085.4304061982552,-29.643786103109985,-74.13383577160447,31.40716890647309,-4.8283148790997075
44,MIDS101,u,12,IDS,11.3,209.9999999999991,385.83472250009913,1008.8824129871011,-22.437471389166596,-138.31006382651134,-16.99453947858683,-123.52414123071503
45,MIDS101,u,12,IDS,11.3,209.9999999999991,354.8999813716392,808.8102785452326,-16.363783776391948,-100.1000793934079,29.14191470413573,199.9441100969209
46,MIDS101,u,12,IDS,11.3,209.9999999999991,353.1071549473152,808.6822542002853,6.095330293971483,-3.3406547636158517,15.77631343659084,-6.425260837337646
47,MIDS101,u,12,IDS,11.3,209.9999999999991,367.0906419595822,802.1289690180008,12.897012357071915,-13.23601357311376,-2.1729493103902087,-13.36545678165885
48,MIDS101,u,12,IDS,11.3,209.9999999999991,378.901179661459,782.2102270540578,11.34352673820227,-46.99153423546265,-0.9340219273492494,-54.14558454303983
49,MIDS101,u,12,IDS,11.3,209.9999999999991,389.7776954359867,708.1459005470755,10.253342952275359,-60.048024268960425,-1.2463456445047996,28.03260447604339
50,MIDS101,u,12,IDS,11.3,209.9999999999991,399.4078655660097,662.1141785161369,8.33226294354064,-39.02357189844899,-2.5958143729650374,14.016300264979009
51,MIDS101,u,12,IDS,11.3,209.9999999999991,406.44222132306794,630.0987567501775,3.4446276017933264,-18.12030793019902,-7.1794563105300995,27.790227671520597
52,MIDS101,u,12,IDS,11.3,209.9999999999991,406.29712076959635,625.8735626557389,-9.909234908663327,-24.936651465044452,-19.528268710383713,-41.4229147412118
53,MIDS101,u,12,IDS,11.3,209.9999999999991,386.62375150574127,580.2254538200885,-18.154712031074403,-33.96956247209618,3.037314465561053,23.35709272710801
54,MIDS101,u,12,IDS,11.3,209.9999999999991,369.9876967074475,557.9344377115465,-24.050970311172843,10.023157475690216,-14.82983102575838,64.62834716846442
55,MIDS101,u,12,IDS,11.3,209.9999999999991,338.5218108833956,600.2717687714689,-18.40721437676546,133.07355677488778,26.117342894572857,181.4724514299303
56,MIDS101,u,12,IDS,11.3,209.9999999999991,333.1732679539166,824.0815512613219,49.409330545417326,317.32760729288196,109.51574694979251,187.03564960605763
57,MIDS101,u,12,IDS,11.3,209.9999999999991,437.3404719742302,1234.9269833572328,70.01765766543778,213.94664921097896,-68.29909270975179,-393.7975657698644
58,MIDS101,u,12,IDS,11.3,209.9999999999991,473.2085832847921,1251.9748496832797,34.070652854021,21.23651765752201,-3.594916913082102,8.37730266294966
59,MIDS101,u,12,IDS,11.3,209.9999999999991,505.48177768227214,1277.4000186722767,34.07065285402099,21.236517657521823,-3.5949169130819176,8.377302662950113
60,MIDS101,i,12,IDS,12.05,69.99999999999851,368.2103796990272,2054.578611762208,-7.634589316877672,83.79144640283471,-4.607619339245198,103.24848980608917
61,MIDS101,i,12,IDS,12.05,69.99999999999851,362.8796000517721,2086.7458132619977,-7.634589316877615,83.79144640283478,-4.607619339245161,103.24848980608931
62,MIDS101,i,12,IDS,12.05,69.99999999999851,352.94120106527197,2222.1615045678773,-6.331893772532161,93.97436143679995,7.213010427935842,-82.88265973816033
63,MIDS101,i,12,IDS,12.05,69.99999999999851,350.2158125067078,2274.6945361355974,-2.490325117339571,27.55819095187833,0.47012688244910805,-49.949681231684735
64,MIDS101,i,12,IDS,12.05,69.99999999999851,347.9605508305928,2277.277886471634,-2.49032511733958,27.55819095187817,0.4701268824493295,-49.94968123168372
65,MIDS101,u,12,IDS,18.65905706795583,270.9429320441714,327.3630016244049,934.621922097992,22.722113873834175,17.38949724058878,-20.19848375363898,8.086630728204888
66,MIDS101,u,12,IDS,18.65905706795583,270.9429320441714,360.18435737505854,947.9681039744785,22.722113873834203,17.389497240588838,-20.19848375363904,8.086630728204
67,MIDS101,u,12,IDS,18.65905706795583,270.9429320441714,372.80722937207327,969.4009165791696,7.7214431547697995,18.51910990101405,-9.80285768449005,-5.827405407354718
68,MIDS101,u,12,IDS,18.65905706795583,270.9429320441714,375.6272436845981,985.0063237765065,12.386959376791012,9.447661032421621,19.133890128532244,-12.315492329831159
69,MIDS101,u,12,IDS,18.65905706795583,270.9429320441714,397.58114812565526,988.2962386440128,26.542824836590984,27.17509087200299,9.177840791067524,47.77035200899286
70,MIDS101,u,12,IDS,18.65905706795583,270.9429320441714,428.71289335778005,1039.3565055205124,30.009075774667355,20.705111191967806,-2.2453389149151235,-60.71031136906413
71,MIDS101,u,12,IDS,18.65905706795583,270.9429320441714,457.59929967498994,1029.7064610279483,39.11924444871078,-15.023728881577458,20.465676263001455,-10.747368778027067
72,MIDS101,u,12,IDS,18.65905706795583,270.9429320441714,506.95138225520157,1009.3090477573575,31.736029914364273,2.9984486159272876,-35.23210533169504,46.79172377303553
