spkid,IPA,AgeMonth,Register,time_start,duration(ms),mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
AF,a,20,IDS,0.3689109951241385,69.25304572213298,-220.69675,132.75383,-52.531425,65.44394,-37.781136,-23.444654,-21.995075,6.4593534,-1.3778218,-25.642635,-22.377949,-21.702635,-5.738213
AF,e,20,IDS,0.606944219047834,48.17603180670127,-250.7556,98.750015,-44.394447,51.25992,-53.650383,-10.715936,-11.669451,22.01344,-4.283521,-21.75005,-17.308853,-27.885193,-1.1885891
AF,u,20,IDS,1.1045122975514214,43.659528824823155,-232.18607,147.68486,-37.269737,51.595573,-9.87727,-14.282517,-17.370043,-4.51692,-18.384037,-1.8843725,-15.562006,8.728022,-9.735749
AF,æ,20,IDS,2.157774388277212,73.15497826333761,-249.57898,127.97313,-19.122824,97.56888,-26.822433,-6.5595074,-10.654856,27.872658,-13.482315,7.7933583,25.291332,-10.390103,7.203313
AF,e,20,IDS,6.087069859848887,46.67053081274197,-337.15726,137.21956,-22.040852,56.855873,-12.563347,-10.341112,-22.56866,-16.58829,4.1886234,-10.854676,-25.95801,17.5592,3.2862267
AF,o,20,IDS,12.70103660589469,46.67053081274197,-306.8806,127.42401,0.76916313,57.549477,-5.101494,-34.34028,-18.648573,-11.917118,-24.181934,8.147755,-29.065132,-7.483143,-10.142511
AF,e,20,IDS,13.39849629172268,37.200884092662534,-353.51743,120.90224,28.155067,53.289696,-10.214176,1.1646379,-5.156255,-2.362,-27.075764,-13.610109,-20.045732,-7.8878727,-16.370928
AF,e,20,IDS,15.501042186545645,60.22003975837542,-326.43524,116.715195,13.914834,32.582657,-7.327749,-3.0579314,-27.812458,-24.333113,-25.417852,-8.890808,-11.188629,-13.065372,-17.808493
AF,i,20,IDS,16.214247141529036,51.1870337946192,-328.30103,76.64081,23.606792,68.45329,2.0479448,-0.105647326,3.002077,13.108046,-29.43383,-11.563765,-10.732193,-4.6565933,-20.636322
AF,o,20,IDS,19.477017013450407,82.80255466776865,-229.31631,148.64624,-18.437576,35.43686,-11.61801,-8.338259,-19.989584,-36.8532,7.8035746,39.6484,-31.376665,7.21433,0.7157837
