,Unnamed: 0,file_name,spkid,AgeMonth,ParentGender,Register,time_start,time_end,IPA,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
40,40,AF_VTT_only_ADS_utterances,AF,20,M,ADS,37.33675178209856,37.39082202662254,ε,-209.90415954589844,122.40300750732422,-20.93251609802246,63.0994758605957,-15.745156288146973,-20.34946823120117,-3.3712399005889893,1.0030615329742432,-1.6622719764709473,0.4950421750545501,-5.442054748535156,-1.115878701210022,-15.535362243652344
41,41,AF_VTT_only_ADS_utterances,AF,20,M,ADS,37.617501128665374,37.700686120240725,ε,-243.9705352783203,112.92342376708984,-6.628708362579346,48.4074821472168,-15.800151824951172,-14.99791145324707,1.984111785888672,7.2930731773376465,-1.0485577583312988,-2.38771390914917,-11.68400764465332,2.37028169631958,-8.627903938293457
42,42,AF_VTT_only_ADS_utterances,AF,20,M,ADS,38.020255129542704,38.12423636901189,i,-283.4016418457031,123.0293426513672,38.056636810302734,50.46597671508789,-27.539512634277344,1.5270779132843018,11.716882705688477,-13.707913398742676,-15.641345977783203,-1.3407834768295288,-17.18584442138672,-14.615084648132324,-7.614210605621338
43,43,AF_VTT_only_ADS_utterances,AF,20,M,ADS,38.26218481337435,38.334278472739655,ɑ,-211.20372009277344,167.26373291015625,-47.27705001831055,-1.893754482269287,-15.831015586853027,0.7989461421966553,6.016644477844238,-1.8885440826416016,7.9024553298950195,8.775482177734375,-22.34154891967773,-20.069787979125977,-13.433076858520508
44,44,AF_VTT_only_ADS_utterances,AF,20,M,ADS,38.9766442931833,39.108353863177605,ε,-247.00413513183597,103.55388641357422,-25.483030319213867,31.20080947875977,5.969577312469482,-3.4089467525482178,2.77600359916687,16.816356658935547,1.6020715236663818,-23.374982833862305,-31.18697738647461,5.559291362762451,-6.767526149749756
45,45,AF_VTT_only_ADS_utterances,AF,20,M,ADS,40.078565570089374,40.24077630366131,ʌ,-265.66473388671875,131.8489990234375,-41.10652542114258,22.63231086730957,-10.33034610748291,-7.325632095336914,-3.6003403663635254,10.472135543823242,1.4495633840560913,-3.813573122024536,-26.74489974975586,-15.841694831848145,-6.375721454620361
46,46,AF_VTT_only_ADS_utterances,AF,20,M,ADS,40.43487461733713,40.47785352965106,i,-307.6493530273437,104.729736328125,33.4294548034668,61.31394577026367,-5.306106090545654,0.5431890487670898,-0.7090937495231628,-6.428183078765869,-20.26035499572754,-1.1215744018554688,-15.819561958312988,-13.893980026245115,1.353195309638977
47,47,AF_VTT_only_ADS_utterances,AF,20,M,ADS,40.5707434369102,40.61649518227664,a,-217.5077667236328,143.73715209960938,-29.21584129333496,31.29269790649414,-9.92588996887207,-13.884655952453612,-5.115026473999023,0.1290733367204666,-9.449609756469728,-17.113603591918945,-30.322229385375977,-4.156023025512695,-7.173474311828613
48,48,AF_VTT_only_ADS_utterances,AF,20,M,ADS,40.76187230004897,40.793759880152855,o,-259.3799743652344,161.81256103515625,26.456233978271484,13.610769271850586,-16.33646583557129,0.2570208311080932,7.428668022155762,4.163657188415527,-6.672883033752441,-2.051491498947144,-8.62450122833252,-2.631458282470703,0.0343850851058959
49,49,AF_VTT_only_ADS_utterances,AF,20,M,ADS,47.687673036630734,47.73203836547092,a,-241.7781219482422,135.78326416015625,-13.257574081420898,16.25776481628418,-9.32636833190918,-19.468564987182617,-21.87572288513184,0.5667508840560913,4.900964736938477,6.137317180633545,-22.60895729064941,-11.20284938812256,-4.705027580261231
50,50,AF_VTT_only_ADS_utterances,AF,20,M,ADS,47.865827560254615,47.933761970041154,ɒ,-298.958251953125,154.7234649658203,-20.95939826965332,-11.76827335357666,-1.71005380153656,11.215813636779783,-2.986600399017334,-16.81770133972168,0.3124277889728546,4.350533962249756,-16.112773895263672,-16.2820987701416,-26.1972713470459
51,51,AF_VTT_only_ADS_utterances,AF,20,M,ADS,52.89859277685392,53.026143097269454,ʌ,-244.6353302001953,125.38654327392578,-25.44443130493164,11.033262252807615,6.736067771911621,17.501169204711914,7.081391334533691,-19.89382743835449,9.873388290405272,-5.718093395233154,-17.391483306884766,-11.60801601409912,-13.241300582885742
52,52,AF_VTT_only_ADS_utterances,AF,20,M,ADS,53.17726249863134,53.23271915968157,ɔ,-238.3284912109375,120.04241180419922,-18.53166961669922,17.769453048706055,-23.941938400268555,18.591630935668945,-15.933609008789062,-31.621734619140625,4.209533214569092,11.725262641906738,-5.6099724769592285,-11.007328987121582,8.769938468933105
53,53,AF_VTT_only_ADS_utterances,AF,20,M,ADS,53.29441469509996,53.36512193793901,a,-279.0916748046875,139.00726318359375,-57.15835571289063,17.867191314697266,10.6616792678833,-17.15842628479004,-17.252822875976562,7.9644246101379395,14.727937698364258,-2.5752053260803223,-7.694824695587158,8.553567886352539,-9.926246643066406
54,54,AF_VTT_only_ADS_utterances,AF,20,M,ADS,53.5363443789316,53.59734670608686,ε,-174.4050750732422,91.10637664794922,-30.715879440307617,54.50067901611328,-33.941104888916016,-9.176177978515623,14.98467254638672,4.018438339233398,-8.549323081970215,-9.255433082580566,-17.864944458007812,-17.713319778442383,-20.7064208984375
55,55,AF_VTT_only_ADS_utterances,AF,20,M,ADS,54.1789484388512,54.21915451811262,e,-232.4434509277344,116.8775405883789,8.014071464538574,47.29497146606445,-9.86474895477295,-18.86976623535156,-5.106019496917725,-8.230152130126953,-9.293240547180176,11.882365226745604,7.114621162414551,-17.1342716217041,9.961660385131836
56,56,AF_VTT_only_ADS_utterances,AF,20,M,ADS,54.39515479231862,54.492203949156526,a,-292.9789733886719,143.956298828125,-27.352636337280277,35.72001647949219,3.445788860321045,-26.08823776245117,-35.521724700927734,17.362293243408203,-3.855671405792236,-15.008064270019531,-2.186260938644409,-5.008776664733887,-2.145251512527466
57,57,AF_VTT_only_ADS_utterances,AF,20,M,ADS,54.543501360628,54.67105168104354,a,-327.1204833984375,125.73274230957033,-40.82748031616211,37.58121109008789,-16.537935256958008,-21.82440948486328,1.376277208328247,15.765894889831545,-13.200149536132812,-23.05426406860352,-4.644756317138672,-3.2851321697235107,-16.259761810302734
58,58,AF_VTT_only_ADS_utterances,AF,20,M,ADS,54.92892515492713,54.98438181597736,ɑ,-245.08447265625,97.97744750976562,-35.7092170715332,20.42121124267578,-23.7871150970459,-8.167975425720215,0.6379139423370361,2.861992597579956,-1.1146520376205444,-16.487133026123047,-21.501310348510746,5.618777751922607,-6.463153839111328
59,59,AF_VTT_only_ADS_utterances,AF,20,M,ADS,57.08290408202167,57.132815076966885,ʌ,-200.82107543945312,94.49359893798828,-23.731332778930664,-0.2694615423679352,-0.0995857268571853,-1.085960030555725,-9.099047660827637,3.5184903144836426,-5.448079586029053,-1.858575224876404,-27.5029239654541,-14.598146438598633,-10.84332275390625
60,60,AF_VTT_only_ADS_utterances,AF,20,M,ADS,75.48356927273241,75.63330225756803,i,-280.87518310546875,100.50038146972656,15.468693733215332,82.12049102783203,-39.55635070800781,2.2447476387023926,-20.173295974731445,-4.401333808898926,-24.420530319213867,-8.978503227233887,-3.66985821723938,-23.093721389770508,8.583341598510742
61,61,AF_VTT_only_ADS_utterances,AF,20,M,ADS,76.48701335428291,76.52583301701807,a,-222.0804901123047,112.91535186767578,-20.038375854492188,42.270111083984375,-19.75185203552246,-18.92107391357422,-0.0280691981315612,12.093889236450195,-9.162487030029297,-7.08181095123291,-17.259305953979492,-15.763568878173828,-17.65256118774414
62,62,AF_VTT_only_ADS_utterances,AF,20,M,ADS,77.27245993839821,77.38475967702495,a,-218.7467041015625,131.9796142578125,-30.51897430419922,4.854854106903076,18.143102645874023,13.433551788330078,1.963281273841858,1.3290979862213137,5.9142842292785645,0.9103837013244628,-17.87356185913086,-6.112607479095459,-20.08223342895508
63,63,AF_VTT_only_ADS_utterances,AF,20,M,ADS,77.49220695780976,77.55875495107004,ə,-270.59259033203125,102.55177307128906,-10.80137062072754,41.51227188110352,5.929189205169678,-10.425820350646973,2.2518913745880127,24.16094398498535,-7.768319129943848,-24.18413352966309,-14.20244598388672,-15.895005226135254,-26.139848709106445
64,64,AF_VTT_only_ADS_utterances,AF,20,M,ADS,78.96112675985026,79.1482929908948,u,-306.33154296875,125.5659408569336,11.995795249938965,7.495823860168457,1.3899717330932615,-9.208325386047363,-8.089484214782715,13.914100646972656,-17.344375610351562,-11.67227840423584,-13.166994094848633,-8.314126014709473,-11.152771949768066
65,65,AF_VTT_only_ADS_utterances,AF,20,M,ADS,79.46342001603259,79.54439764372627,ε,-231.052490234375,122.35379791259766,2.2929017543792725,46.76228332519531,-12.119893074035645,-9.460325241088867,7.468526840209961,11.981368064880373,-11.346068382263184,-7.923346519470215,-10.81039047241211,-2.7871007919311523,-2.7442450523376465
66,66,AF_VTT_only_ADS_utterances,AF,20,M,ADS,80.55543401353415,80.6261412563732,a,-201.0296630859375,150.1519775390625,-16.13751792907715,16.37836265563965,5.973125457763672,3.4026436805725098,-5.697242259979248,1.3997306823730469,-8.869224548339844,-8.34109878540039,-26.81034469604492,-17.6812744140625,-9.186141967773438
67,67,AF_VTT_only_ADS_utterances,AF,20,M,ADS,80.93531214172825,81.04761188035496,ε,-226.2650146484375,145.49510192871094,18.22490501403809,8.897324562072754,-11.975842475891112,2.0357000827789307,-37.75768661499024,-19.655555725097656,1.4503979682922363,9.383176803588867,-11.384358406066896,-17.996076583862305,6.078956127166748
68,68,AF_VTT_only_ADS_utterances,AF,20,M,ADS,81.59639458527633,81.74474115358571,e,-251.3657684326172,83.1130599975586,-4.152860164642334,24.651416778564453,-11.77759075164795,2.6474833488464355,-11.461472511291504,21.81388282775879,3.475238800048828,-1.2775431871414185,-16.453327178955078,-6.382477283477783,-0.0126340389251708
69,69,AF_VTT_only_ADS_utterances,AF,20,M,ADS,81.99637575310112,82.0407410819413,i,-240.322265625,104.5543441772461,23.71675682067871,45.48241424560547,-12.712322235107422,-8.693239212036133,-11.63221549987793,-0.8321832418441772,-21.46162796020508,-11.76086711883545,-5.445469856262207,-18.52829360961914,-5.043763637542725
70,70,AF_VTT_only_ADS_utterances,AF,20,M,ADS,82.30208059714053,82.41160750271474,ɑ,-265.09539794921875,106.5407485961914,1.053547978401184,-4.311140537261963,4.4709086418151855,16.269559860229492,-19.909975051879883,16.67418670654297,12.325374603271484,-4.51513671875,-22.421281814575195,-25.449180603027344,-2.7970902919769287
71,71,AF_VTT_only_ADS_utterances,AF,20,M,ADS,82.53871434681552,82.59694384091826,a,-255.50694274902344,121.40240478515624,9.230842590332031,2.8685190677642822,-5.196256160736084,22.31218147277832,-7.779257297515869,5.027735233306885,-5.334669589996338,-15.54904842376709,-19.21136283874512,-26.0157413482666,-8.605098724365234
72,72,AF_VTT_only_ADS_utterances,AF,20,M,ADS,83.24595613628966,83.3582558749164,ɒ,-325.36834716796875,158.12013244628906,1.325219988822937,-4.851892948150635,-20.610671997070312,6.399511814117432,8.556341171264648,-5.232725143432617,-4.44915246963501,-3.0516157150268555,-19.890117645263672,-5.635304927825928,-13.330589294433594
73,73,AF_VTT_only_ADS_utterances,AF,20,M,ADS,83.594639892643,83.65009655369325,ɒ,-292.7087097167969,159.5521697998047,-8.225909233093262,-3.1652708053588867,-14.131275177001951,-6.341293811798096,4.115856647491455,-0.7787253260612488,-2.7374942302703857,10.659289360046388,-7.873376369476318,-11.916385650634766,-8.306109428405762
74,74,AF_VTT_only_ADS_utterances,AF,20,M,ADS,84.78048386449703,84.8442590247048,a,-261.9233703613281,137.75259399414062,-14.338061332702637,20.360429763793945,1.16236412525177,-9.923672676086426,-2.469402313232422,12.175118446350098,1.7094318866729736,-15.02955436706543,-29.561738967895508,-11.802973747253418,-6.318798065185547
75,75,AF_VTT_only_ADS_utterances,AF,20,M,ADS,85.47576887929624,85.56449953697661,a,-279.4656677246094,128.2666015625,7.221132278442383,22.69388198852539,-0.6763461232185364,2.9635379314422607,-2.6602017879486084,8.262521743774414,-0.8565082550048828,-14.70058536529541,-20.647607803344727,-13.762969970703123,-13.937405586242676
76,76,AF_VTT_only_ADS_utterances,AF,20,M,ADS,86.58878723464855,86.6691993931714,i,-277.2861633300781,120.53488159179688,15.247325897216797,47.10039138793945,-2.980410575866699,-18.750593185424805,-11.550881385803224,2.233067750930786,-16.613243103027344,-3.2279276847839355,1.3425776958465576,-17.081947326660156,-11.528407096862791
77,77,AF_VTT_only_ADS_utterances,AF,20,M,ADS,86.78080592353498,86.85705883247905,æ,-247.72531127929688,99.64842987060548,-39.31070709228516,46.73058319091797,-33.7320671081543,-28.256908416748047,-13.395389556884766,8.020516395568848,0.2963852882385254,-9.287612915039062,10.327425956726074,-20.95217514038086,-11.26830005645752
78,78,AF_VTT_only_ADS_utterances,AF,20,M,ADS,87.0030430414136,87.08761444951521,e,-279.23504638671875,142.43162536621094,-10.617281913757324,-4.58337926864624,-0.0556788966059684,-13.057494163513184,-20.73992919921875,2.565634727478028,13.488574028015137,-4.6596879959106445,-19.352331161499023,-2.0504651069641118,-7.225831985473633
79,79,AF_VTT_only_ADS_utterances,AF,20,M,ADS,87.21031231208885,87.26022330703405,e,-315.87652587890625,125.47639465332033,34.192359924316406,31.0915470123291,18.70943069458008,-9.765620231628418,-17.526592254638672,-8.978004455566406,-8.892595291137695,-2.566884279251098,-16.04001235961914,-3.58357310295105,-19.060705184936523
80,80,AF_VTT_only_ADS_utterances,AF,20,M,ADS,87.29765655324297,87.35865888039824,e,-267.6626281738281,140.25390625,-0.9674363732337952,42.63766860961914,-5.936217784881592,-46.96577072143555,-20.85769844055176,-7.351737976074219,-29.890764236450195,-8.463672637939453,-11.574017524719238,-8.951688766479492,-4.784860134124756
81,81,AF_VTT_only_ADS_utterances,AF,20,M,ADS,89.38536734854455,89.46023384096236,e,-179.10275268554688,134.42633056640625,-41.37741088867188,58.65419387817383,-39.456520080566406,-11.367345809936523,7.686545372009277,13.745820045471191,10.902904510498049,-8.452865600585938,-13.713852882385254,-15.563987731933594,-12.871133804321287
82,82,AF_VTT_only_ADS_utterances,AF,20,M,ADS,89.73543752142416,90.01133441014908,ɑ,-231.1436920166016,148.36923217773438,3.6431710720062256,-10.167861938476562,-8.879423141479492,20.477754592895508,-7.663361072540283,6.981495380401611,8.616312026977539,-7.221013069152832,-13.994958877563477,-27.314054489135746,-14.972516059875488
