,file_name,spkid,AgeMonth,ParentGender,Register,time_start,time_end,IPA,1,2,3,4,5,6,7,8,9,10,11,12,13
0,AF_BTT_only_IDS_utterances,AF,20,M,IDS,0.3689109951241385,0.4381640408462715,a,-218.12789916992188,116.65087127685547,-27.50668716430664,54.618709564208984,-23.754867553710938,-30.21980857849121,-7.803281307220459,-0.8563300967216492,-2.7947838306427,-18.52401351928711,-12.524088859558105,-17.727596282958984,-6.148409843444824
1,AF_BTT_only_IDS_utterances,AF,20,M,IDS,0.606944219047834,0.6551202508545353,e,-224.47470092773438,100.0873031616211,-32.608890533447266,46.6196403503418,-41.95100784301758,-13.506538391113281,-2.429170846939087,12.820505142211914,-9.333427429199219,-24.056840896606445,-10.482547760009766,-22.109783172607422,-0.7728183269500732
2,AF_BTT_only_IDS_utterances,AF,20,M,IDS,1.1045122975514214,1.1481718263762446,u,-235.82998657226562,137.7825469970703,-16.716405868530273,40.157806396484375,-0.6981643438339233,-14.975561141967773,-14.499368667602539,0.026575660333037376,-6.651825904846191,-7.227697849273682,-14.592279434204102,0.7203942537307739,1.9052013158798218
3,AF_BTT_only_IDS_utterances,AF,20,M,IDS,1.2586620825541526,1.3520031441796363,ɑ,-207.0879669189453,133.49142456054688,-61.76875686645508,29.91243553161621,-19.05510711669922,-10.950413703918457,17.00026512145996,22.292919158935547,10.677934646606445,-5.942546844482422,-15.349477767944336,-7.4437971115112305,-8.013108253479004
4,AF_BTT_only_IDS_utterances,AF,20,M,IDS,2.157774388277212,2.2309293665405496,æ,-246.84556579589844,119.89717102050781,-13.851922988891602,83.88170623779297,-21.92835235595703,-6.027038097381592,-4.433971405029297,15.717438697814941,-11.222352027893066,-0.3355671167373657,19.51172637939453,-6.888761520385742,-0.7050571441650391
5,AF_BTT_only_IDS_utterances,AF,20,M,IDS,2.3440110462515364,2.4343411058891014,ʌ,-251.81460571289062,114.13136291503906,-9.842691421508789,42.66633605957031,2.2461841106414795,0.5448380708694458,-4.359488487243652,19.634685516357422,12.233122825622559,11.607549667358398,-0.7488372921943665,0.7579501867294312,2.2086668014526367
6,AF_BTT_only_IDS_utterances,AF,20,M,IDS,6.087069859848887,6.133740390661629,e,-303.9585266113281,136.6542205810547,-14.800619125366211,46.59966278076172,-8.922616004943848,-15.123270988464355,-18.150659561157227,-21.55544090270996,2.518500804901123,-15.696072578430176,-17.75763511657715,9.596845626831055,0.3459107279777527
7,AF_BTT_only_IDS_utterances,AF,20,M,IDS,6.395959419851201,6.460172250110188,ɑ,-252.4232177734375,94.97734069824219,0.6510704755783081,46.453033447265625,-27.33650779724121,-22.982952117919922,-15.049612045288086,-0.7831786274909973,-6.805079936981201,-13.25273323059082,-6.154606342315674,-0.8560272455215454,-4.638482093811035
8,AF_BTT_only_IDS_utterances,AF,20,M,IDS,6.576881395366964,6.653661946058894,ʌ,-291.644287109375,144.01759338378906,-49.68623733520508,6.166358947753906,-9.850379943847656,-15.21253776550293,-8.140945434570312,-2.5966849327087402,6.640322685241699,-4.692190647125244,-23.612844467163086,-10.211175918579102,-2.8729629516601562
9,AF_BTT_only_IDS_utterances,AF,20,M,IDS,12.70103660589469,12.747707136707431,o,-288.00970458984375,116.46537780761719,11.461647033691406,42.22547149658203,-9.32469654083252,-25.113346099853516,-7.1837944984436035,-19.978435516357422,-17.383054733276367,1.1796265840530396,-26.66912269592285,-13.93907356262207,-7.439248561859131
10,AF_BTT_only_IDS_utterances,AF,20,M,IDS,13.39849629172268,13.435697175815342,e,-297.0322265625,112.81817626953125,22.696189880371094,39.98197937011719,-10.788917541503906,-9.110121726989746,-2.803722858428955,-8.145500183105469,-22.1219425201416,-11.57435131072998,-15.311114311218262,-16.15056610107422,-13.04594612121582
11,AF_BTT_only_IDS_utterances,AF,20,M,IDS,13.731092786750091,13.78830182452055,ʌ,-258.4837646484375,148.2381591796875,-31.120079040527344,12.792781829833984,-9.831255912780762,-9.79079532623291,-4.767629623413086,-6.679124355316162,-6.676321029663086,-5.6087870597839355,-14.017677307128906,-11.64090633392334,-6.605215549468994
